ISIN;VALID_DATE;TYPE;DATETIME;CASHFLOW;VALUE
RU000A0ZYQU5;27.05.2018;BOND;21.01.2028;COUPON;
RU000A0ZYQU5;27.05.2018;BOND;21.01.2028;REDEMPTION;1000
RU000A0ZYQX9;27.05.2018;BOND;03.08.2018;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;01.02.2019;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;02.08.2019;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;31.01.2020;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;31.07.2020;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;29.01.2021;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;30.07.2021;COUPON;7,8
RU000A0ZYQX9;27.05.2018;BOND;30.07.2021;REDEMPTION;1000
RU000A0ZYQY7;27.05.2018;BOND;03.08.2018;COUPON;9,8
RU000A0ZYQY7;27.05.2018;BOND;01.02.2019;COUPON;9,8
RU000A0ZYQY7;27.05.2018;BOND;02.08.2019;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;31.01.2020;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;31.07.2020;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;29.01.2021;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;30.07.2021;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;28.01.2022;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;29.07.2022;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;27.01.2023;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;28.07.2023;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;26.01.2024;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;26.07.2024;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;24.01.2025;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;25.07.2025;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;23.01.2026;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;24.07.2026;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;22.01.2027;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;23.07.2027;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;21.01.2028;COUPON;
RU000A0ZYQY7;27.05.2018;BOND;21.01.2028;REDEMPTION;1000
RU000A0ZYR18;27.05.2018;BOND;04.05.2018;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;03.08.2018;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;02.11.2018;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;01.02.2019;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;03.05.2019;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;02.08.2019;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;01.11.2019;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;31.01.2020;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;01.05.2020;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;31.07.2020;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;30.10.2020;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;29.01.2021;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;30.04.2021;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;30.07.2021;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;29.10.2021;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;28.01.2022;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;29.04.2022;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;29.07.2022;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;28.10.2022;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;27.01.2023;COUPON;8,1
RU000A0ZYR18;27.05.2018;BOND;29.04.2022;REDEMPTION;250
RU000A0ZYR18;27.05.2018;BOND;29.07.2022;REDEMPTION;250
RU000A0ZYR18;27.05.2018;BOND;28.10.2022;REDEMPTION;250
RU000A0ZYR18;27.05.2018;BOND;27.01.2023;REDEMPTION;250
RU000A0JVY04;27.05.2018;BOND;16.05.2016;COUPON;12,4
RU000A0JVY04;27.05.2018;BOND;14.11.2016;COUPON;13,9
RU000A0JVY04;27.05.2018;BOND;15.05.2017;COUPON;13,9
RU000A0JVY04;27.05.2018;BOND;13.11.2017;COUPON;6,4
RU000A0JVY04;27.05.2018;BOND;14.05.2018;COUPON;6,4
RU000A0JVY04;27.05.2018;BOND;12.11.2018;COUPON;3,5
RU000A0JVY04;27.05.2018;BOND;13.05.2019;COUPON;3,5
RU000A0JVY04;27.05.2018;BOND;11.11.2019;COUPON;
RU000A0JVY04;27.05.2018;BOND;11.05.2020;COUPON;
RU000A0JVY04;27.05.2018;BOND;09.11.2020;COUPON;
RU000A0JVY04;27.05.2018;BOND;10.05.2021;COUPON;
RU000A0JVY04;27.05.2018;BOND;08.11.2021;COUPON;
RU000A0JVY04;27.05.2018;BOND;09.05.2022;COUPON;
RU000A0JVY04;27.05.2018;BOND;07.11.2022;COUPON;
RU000A0JVY04;27.05.2018;BOND;08.05.2023;COUPON;
RU000A0JVY04;27.05.2018;BOND;06.11.2023;COUPON;
RU000A0JVY04;27.05.2018;BOND;06.05.2024;COUPON;
RU000A0JVY04;27.05.2018;BOND;04.11.2024;COUPON;
RU000A0JVY04;27.05.2018;BOND;05.05.2025;COUPON;
RU000A0JVY04;27.05.2018;BOND;03.11.2025;COUPON;
RU000A0JVY04;27.05.2018;BOND;04.05.2026;COUPON;
RU000A0JVY04;27.05.2018;BOND;02.11.2026;COUPON;
RU000A0JVY04;27.05.2018;BOND;03.05.2027;COUPON;
RU000A0JVY04;27.05.2018;BOND;01.11.2027;COUPON;
RU000A0JVY04;27.05.2018;BOND;01.05.2028;COUPON;
RU000A0JVY04;27.05.2018;BOND;30.10.2028;COUPON;
RU000A0JVY04;27.05.2018;BOND;30.04.2029;COUPON;
RU000A0JVY04;27.05.2018;BOND;29.10.2029;COUPON;
RU000A0JVY04;27.05.2018;BOND;29.04.2030;COUPON;
RU000A0JVY04;27.05.2018;BOND;28.10.2030;COUPON;
RU000A0JVY04;27.05.2018;BOND;28.04.2031;COUPON;
RU000A0JVY04;27.05.2018;BOND;27.10.2031;COUPON;
RU000A0JVY04;27.05.2018;BOND;26.04.2032;COUPON;
RU000A0JVY04;27.05.2018;BOND;25.10.2032;COUPON;
RU000A0JVY04;27.05.2018;BOND;25.04.2033;COUPON;
RU000A0JVY04;27.05.2018;BOND;24.10.2033;COUPON;
RU000A0JVY04;27.05.2018;BOND;24.04.2034;COUPON;
RU000A0JVY04;27.05.2018;BOND;23.10.2034;COUPON;
RU000A0JVY04;27.05.2018;BOND;23.04.2035;COUPON;
RU000A0JVY04;27.05.2018;BOND;22.10.2035;COUPON;
RU000A0JVY04;27.05.2018;BOND;21.04.2036;COUPON;
RU000A0JVY04;27.05.2018;BOND;20.10.2036;COUPON;
RU000A0JVY04;27.05.2018;BOND;20.04.2037;COUPON;
RU000A0JVY04;27.05.2018;BOND;19.10.2037;COUPON;
RU000A0JVY04;27.05.2018;BOND;19.04.2038;COUPON;
RU000A0JVY04;27.05.2018;BOND;18.10.2038;COUPON;
RU000A0JVY04;27.05.2018;BOND;18.04.2039;COUPON;
RU000A0JVY04;27.05.2018;BOND;17.10.2039;COUPON;
RU000A0JVY04;27.05.2018;BOND;16.04.2040;COUPON;
RU000A0JVY04;27.05.2018;BOND;15.10.2040;COUPON;
RU000A0JVY04;27.05.2018;BOND;15.10.2040;REDEMPTION;1000
RU000A0ZYR91;27.05.2018;BOND;08.05.2018;COUPON;8,5
RU000A0ZYR91;27.05.2018;BOND;07.08.2018;COUPON;8,5
RU000A0ZYR91;27.05.2018;BOND;06.11.2018;COUPON;
RU000A0ZYR91;27.05.2018;BOND;05.02.2019;COUPON;
RU000A0ZYR91;27.05.2018;BOND;07.05.2019;COUPON;
RU000A0ZYR91;27.05.2018;BOND;06.08.2019;COUPON;
RU000A0ZYR91;27.05.2018;BOND;05.11.2019;COUPON;
RU000A0ZYR91;27.05.2018;BOND;04.02.2020;COUPON;
RU000A0ZYR91;27.05.2018;BOND;05.05.2020;COUPON;
RU000A0ZYR91;27.05.2018;BOND;04.08.2020;COUPON;
RU000A0ZYR91;27.05.2018;BOND;03.11.2020;COUPON;
RU000A0ZYR91;27.05.2018;BOND;02.02.2021;COUPON;
RU000A0ZYR91;27.05.2018;BOND;04.05.2021;COUPON;
RU000A0ZYR91;27.05.2018;BOND;03.08.2021;COUPON;
RU000A0ZYR91;27.05.2018;BOND;02.11.2021;COUPON;
RU000A0ZYR91;27.05.2018;BOND;01.02.2022;COUPON;
RU000A0ZYR91;27.05.2018;BOND;03.05.2022;COUPON;
RU000A0ZYR91;27.05.2018;BOND;02.08.2022;COUPON;
RU000A0ZYR91;27.05.2018;BOND;01.11.2022;COUPON;
RU000A0ZYR91;27.05.2018;BOND;31.01.2023;COUPON;
RU000A0ZYR91;27.05.2018;BOND;02.05.2023;COUPON;
RU000A0ZYR91;27.05.2018;BOND;01.08.2023;COUPON;
RU000A0ZYR91;27.05.2018;BOND;31.10.2023;COUPON;
RU000A0ZYR91;27.05.2018;BOND;30.01.2024;COUPON;
RU000A0ZYR91;27.05.2018;BOND;30.04.2024;COUPON;
RU000A0ZYR91;27.05.2018;BOND;30.07.2024;COUPON;
RU000A0ZYR91;27.05.2018;BOND;29.10.2024;COUPON;
RU000A0ZYR91;27.05.2018;BOND;28.01.2025;COUPON;
RU000A0ZYR91;27.05.2018;BOND;29.04.2025;COUPON;
RU000A0ZYR91;27.05.2018;BOND;29.07.2025;COUPON;
RU000A0ZYR91;27.05.2018;BOND;28.10.2025;COUPON;
RU000A0ZYR91;27.05.2018;BOND;27.01.2026;COUPON;
RU000A0ZYR91;27.05.2018;BOND;28.04.2026;COUPON;
RU000A0ZYR91;27.05.2018;BOND;28.07.2026;COUPON;
RU000A0ZYR91;27.05.2018;BOND;27.10.2026;COUPON;
RU000A0ZYR91;27.05.2018;BOND;26.01.2027;COUPON;
RU000A0ZYR91;27.05.2018;BOND;27.04.2027;COUPON;
RU000A0ZYR91;27.05.2018;BOND;27.07.2027;COUPON;
RU000A0ZYR91;27.05.2018;BOND;26.10.2027;COUPON;
RU000A0ZYR91;27.05.2018;BOND;25.01.2028;COUPON;
RU000A0ZYR91;27.05.2018;BOND;25.04.2028;COUPON;
RU000A0ZYR91;27.05.2018;BOND;25.07.2028;COUPON;
RU000A0ZYR91;27.05.2018;BOND;24.10.2028;COUPON;
RU000A0ZYR91;27.05.2018;BOND;23.01.2029;COUPON;
RU000A0ZYR91;27.05.2018;BOND;24.04.2029;COUPON;
RU000A0ZYR91;27.05.2018;BOND;24.07.2029;COUPON;
RU000A0ZYR91;27.05.2018;BOND;23.10.2029;COUPON;
RU000A0ZYR91;27.05.2018;BOND;22.01.2030;COUPON;
RU000A0ZYR91;27.05.2018;BOND;23.04.2030;COUPON;
RU000A0ZYR91;27.05.2018;BOND;23.07.2030;COUPON;
RU000A0ZYR91;27.05.2018;BOND;22.10.2030;COUPON;
RU000A0ZYR91;27.05.2018;BOND;21.01.2031;COUPON;
RU000A0ZYR91;27.05.2018;BOND;22.04.2031;COUPON;
RU000A0ZYR91;27.05.2018;BOND;22.07.2031;COUPON;
RU000A0ZYR91;27.05.2018;BOND;21.10.2031;COUPON;
RU000A0ZYR91;27.05.2018;BOND;20.01.2032;COUPON;
RU000A0ZYR91;27.05.2018;BOND;20.04.2032;COUPON;
RU000A0ZYR91;27.05.2018;BOND;20.07.2032;COUPON;
RU000A0ZYR91;27.05.2018;BOND;19.10.2032;COUPON;
RU000A0ZYR91;27.05.2018;BOND;18.01.2033;COUPON;
RU000A0ZYR91;27.05.2018;BOND;18.01.2033;REDEMPTION;1000
RU000A0ZYRJ6;27.05.2018;BOND;21.02.2018;COUPON;7,15
RU000A0ZYRJ6;27.05.2018;BOND;21.02.2018;REDEMPTION;1000
CH0248531110;27.05.2018;BOND;24.10.2014;COUPON;5
CH0248531110;27.05.2018;BOND;24.10.2015;COUPON;5
CH0248531110;27.05.2018;BOND;24.10.2016;COUPON;5
CH0248531110;27.05.2018;BOND;24.10.2017;COUPON;5
CH0248531110;27.05.2018;BOND;24.10.2018;COUPON;5
CH0248531110;27.05.2018;BOND;24.10.2019;COUPON;5
CH0248531110;27.05.2018;BOND;24.10.2020;COUPON;
CH0248531110;27.05.2018;BOND;24.10.2021;COUPON;
CH0248531110;27.05.2018;BOND;24.10.2022;COUPON;
CH0248531110;27.05.2018;BOND;24.10.2023;COUPON;
CH0248531110;27.05.2018;BOND;24.10.2024;COUPON;
CH0248531110;27.05.2018;BOND;24.10.2024;REDEMPTION;5000
CH0374882816;27.05.2018;BOND;19.07.2018;COUPON;2,25
CH0374882816;27.05.2018;BOND;19.07.2019;COUPON;2,25
CH0374882816;27.05.2018;BOND;19.07.2020;COUPON;2,25
CH0374882816;27.05.2018;BOND;19.07.2021;COUPON;2,25
CH0374882816;27.05.2018;BOND;19.07.2022;COUPON;2,25
CH0374882816;27.05.2018;BOND;19.07.2022;REDEMPTION;5000
XS1713474325;27.05.2018;BOND;29.07.2018;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2019;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.07.2019;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2020;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.07.2020;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2021;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.07.2021;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2022;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.07.2022;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2023;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.07.2023;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2024;COUPON;4,7
XS1713474325;27.05.2018;BOND;29.01.2024;REDEMPTION;1000
XS1759468967;27.05.2018;BOND;01.08.2018;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.02.2019;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.08.2019;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.02.2020;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.08.2020;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.02.2021;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.08.2021;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.02.2022;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.08.2022;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.02.2023;COUPON;4,85
XS1759468967;27.05.2018;BOND;01.02.2023;REDEMPTION;1000
XS1762858428;27.05.2018;BOND;30.07.2018;COUPON;2,45965
XS1762858428;27.05.2018;BOND;30.01.2019;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2019;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2020;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2020;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2021;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2021;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2022;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2022;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2023;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2023;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2024;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2024;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2025;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2025;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2026;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2026;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2027;COUPON;
XS1762858428;27.05.2018;BOND;30.07.2027;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2028;COUPON;
XS1762858428;27.05.2018;BOND;30.01.2028;REDEMPTION;100000
RU000A0ZYRX7;27.05.2018;BOND;12.08.2018;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.02.2019;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.08.2019;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.02.2020;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.08.2020;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.02.2021;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.08.2021;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.02.2022;COUPON;7,45
RU000A0ZYRX7;27.05.2018;BOND;12.08.2022;COUPON;
RU000A0ZYRX7;27.05.2018;BOND;12.02.2023;COUPON;
RU000A0ZYRX7;27.05.2018;BOND;12.02.2023;REDEMPTION;1000
RU000A0ZYRY5;27.05.2018;BOND;12.08.2018;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.02.2019;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.08.2019;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.02.2020;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.08.2020;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.02.2021;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.08.2021;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.02.2022;COUPON;7,45
RU000A0ZYRY5;27.05.2018;BOND;12.08.2022;COUPON;
RU000A0ZYRY5;27.05.2018;BOND;12.02.2023;COUPON;
RU000A0ZYRY5;27.05.2018;BOND;12.02.2023;REDEMPTION;1000
RU000A0ZYSE5;27.05.2018;BOND;15.05.2018;COUPON;8
RU000A0ZYSE5;27.05.2018;BOND;14.08.2018;COUPON;7,57
RU000A0ZYSE5;27.05.2018;BOND;13.11.2018;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;12.02.2019;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;14.05.2019;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;13.08.2019;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;12.11.2019;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;11.02.2020;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;12.05.2020;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;11.08.2020;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;10.11.2020;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;09.02.2021;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;11.05.2021;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;10.08.2021;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;09.11.2021;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;08.02.2022;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;10.05.2022;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;09.08.2022;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;08.11.2022;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;07.02.2023;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;09.05.2023;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;08.08.2023;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;07.11.2023;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;06.02.2024;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;07.05.2024;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;06.08.2024;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;05.11.2024;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;04.02.2025;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;06.05.2025;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;05.08.2025;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;04.11.2025;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;03.02.2026;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;05.05.2026;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;04.08.2026;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;03.11.2026;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;02.02.2027;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;04.05.2027;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;03.08.2027;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;02.11.2027;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;01.02.2028;COUPON;
RU000A0ZYSE5;27.05.2018;BOND;01.02.2028;REDEMPTION;1000
RU000A0ZYSS5;27.05.2018;BOND;04.09.2018;COUPON;14
RU000A0ZYSS5;27.05.2018;BOND;05.03.2019;COUPON;14
RU000A0ZYSS5;27.05.2018;BOND;03.09.2019;COUPON;14
RU000A0ZYSS5;27.05.2018;BOND;03.03.2020;COUPON;14
RU000A0ZYSS5;27.05.2018;BOND;01.09.2020;COUPON;14
RU000A0ZYSS5;27.05.2018;BOND;05.03.2021;COUPON;14
RU000A0ZYSS5;27.05.2018;BOND;05.03.2021;REDEMPTION;1000
RU000A0ZYT40;27.05.2018;BOND;16.08.2018;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;14.02.2019;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;15.08.2019;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;13.02.2020;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;13.08.2020;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;11.02.2021;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;12.08.2021;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;10.02.2022;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;11.08.2022;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;09.02.2023;COUPON;7,5
RU000A0ZYT40;27.05.2018;BOND;10.08.2023;COUPON;
RU000A0ZYT40;27.05.2018;BOND;08.02.2024;COUPON;
RU000A0ZYT40;27.05.2018;BOND;08.08.2024;COUPON;
RU000A0ZYT40;27.05.2018;BOND;06.02.2025;COUPON;
RU000A0ZYT40;27.05.2018;BOND;07.08.2025;COUPON;
RU000A0ZYT40;27.05.2018;BOND;05.02.2026;COUPON;
RU000A0ZYT40;27.05.2018;BOND;06.08.2026;COUPON;
RU000A0ZYT40;27.05.2018;BOND;04.02.2027;COUPON;
RU000A0ZYT40;27.05.2018;BOND;05.08.2027;COUPON;
RU000A0ZYT40;27.05.2018;BOND;03.02.2028;COUPON;
RU000A0ZYT40;27.05.2018;BOND;03.02.2028;REDEMPTION;1000
RU000A0ZYT73;27.05.2018;BOND;01.03.2018;COUPON;7,05
RU000A0ZYT73;27.05.2018;BOND;01.03.2018;REDEMPTION;1000
RU000A0ZYTM6;27.05.2018;BOND;20.08.2018;COUPON;7,2
RU000A0ZYTM6;27.05.2018;BOND;18.02.2019;COUPON;7,2
RU000A0ZYTM6;27.05.2018;BOND;19.08.2019;COUPON;7,2
RU000A0ZYTM6;27.05.2018;BOND;17.02.2020;COUPON;7,2
RU000A0ZYTM6;27.05.2018;BOND;17.08.2020;COUPON;7,2
RU000A0ZYTM6;27.05.2018;BOND;15.02.2021;COUPON;7,2
RU000A0ZYTM6;27.05.2018;BOND;15.02.2021;REDEMPTION;1000
RU000A0ZYTZ8;27.05.2018;BOND;21.08.2018;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;19.02.2019;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;20.08.2019;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;18.02.2020;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;18.08.2020;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;16.02.2021;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;17.08.2021;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;15.02.2022;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;16.08.2022;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;14.02.2023;COUPON;7,25
RU000A0ZYTZ8;27.05.2018;BOND;17.08.2021;REDEMPTION;250
RU000A0ZYTZ8;27.05.2018;BOND;15.02.2022;REDEMPTION;250
RU000A0ZYTZ8;27.05.2018;BOND;16.08.2022;REDEMPTION;250
RU000A0ZYTZ8;27.05.2018;BOND;14.02.2023;REDEMPTION;250
RU000A0ZYU05;27.05.2018;BOND;21.08.2018;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;19.02.2019;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;20.08.2019;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;18.02.2020;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;18.08.2020;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;16.02.2021;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;17.08.2021;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;15.02.2022;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;16.08.2022;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;14.02.2023;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;15.08.2023;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;13.02.2024;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;13.08.2024;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;11.02.2025;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;12.08.2025;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;10.02.2026;COUPON;7,3
RU000A0ZYU05;27.05.2018;BOND;11.08.2026;COUPON;
RU000A0ZYU05;27.05.2018;BOND;09.02.2027;COUPON;
RU000A0ZYU05;27.05.2018;BOND;10.08.2027;COUPON;
RU000A0ZYU05;27.05.2018;BOND;08.02.2028;COUPON;
RU000A0ZYU05;27.05.2018;BOND;08.08.2028;COUPON;
RU000A0ZYU05;27.05.2018;BOND;06.02.2029;COUPON;
RU000A0ZYU05;27.05.2018;BOND;07.08.2029;COUPON;
RU000A0ZYU05;27.05.2018;BOND;05.02.2030;COUPON;
RU000A0ZYU05;27.05.2018;BOND;06.08.2030;COUPON;
RU000A0ZYU05;27.05.2018;BOND;04.02.2031;COUPON;
RU000A0ZYU05;27.05.2018;BOND;05.08.2031;COUPON;
RU000A0ZYU05;27.05.2018;BOND;03.02.2032;COUPON;
RU000A0ZYU05;27.05.2018;BOND;03.08.2032;COUPON;
RU000A0ZYU05;27.05.2018;BOND;01.02.2033;COUPON;
RU000A0ZYU05;27.05.2018;BOND;01.02.2033;REDEMPTION;1000
RU000A0ZYU21;27.05.2018;BOND;23.08.2018;COUPON;7,35
RU000A0ZYU21;27.05.2018;BOND;22.02.2019;COUPON;7,35
RU000A0ZYU21;27.05.2018;BOND;24.08.2019;COUPON;7,35
RU000A0ZYU21;27.05.2018;BOND;23.02.2020;COUPON;7,35
RU000A0ZYU21;27.05.2018;BOND;24.08.2020;COUPON;7,35
RU000A0ZYU21;27.05.2018;BOND;23.02.2021;COUPON;7,35
RU000A0ZYU21;27.05.2018;BOND;25.08.2021;COUPON;
RU000A0ZYU21;27.05.2018;BOND;24.02.2022;COUPON;
RU000A0ZYU21;27.05.2018;BOND;26.08.2022;COUPON;
RU000A0ZYU21;27.05.2018;BOND;25.02.2023;COUPON;
RU000A0ZYU21;27.05.2018;BOND;27.08.2023;COUPON;
